Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10010001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
210	0.552958	3750	-1.212274	-309.208122
211	0.551208	3750	-1.214938	-310.423059
212	0.549461	3750	-1.220692	-311.643752
213	0.547717	3750	-1.216752	-312.860504
214	0.545977	3750	-1.211439	-314.071944
215	0.544240	3750	-1.212771	-315.284714
216	0.542506	3750	-1.211011	-316.495725
217	0.540775	3750	-1.204328	-317.700054
218	0.539048	3750	-1.197661	-318.897715
219	0.537324	3750	-1.195056	-320.092770
220	0.535604	3750	-1.197948	-321.290719
221	0.533887	3750	-1.193852	-322.484571
222	0.532173	3750	-1.194504	-323.679075
223	0.530462	3750	-1.191005	-324.870080
224	0.528755	3750	-1.182399	-326.052478
225	0.527051	3750	-1.181325	-327.233803
226	0.525350	3750	-1.194032	-328.427836
227	0.523653	3750	-1.176235	-329.604070
228	0.521958	3750	-1.171915	-330.775986
229	0.520268	3750	-1.171922	-331.947908
230	0.518580	3750	-1.174012	-333.121920
231	0.516896	3750	-1.173644	-334.295564
232	0.515215	3750	-1.166691	-335.462255
233	0.513537	3750	-1.165898	-336.628153
234	0.511863	3750	-1.170210	-337.798363
235	0.510192	3750	-1.174656	-338.973019
236	0.508524	3750	-1.156625	-340.129644
237	0.506859	3750	-1.158252	-341.287896
238	0.505198	3750	-1.152345	-342.440241
239	0.503540	3750	-1.158784	-343.599025
240	0.501885	3750	-1.152038	-344.751063
241	0.500234	3750	-1.156621	-345.907684
242	0.498586	3750	-1.152750	-347.060434
243	0.496941	3750	-1.140010	-348.200444
244	0.495299	3750	-1.144610	-349.345055
245	0.493660	3750	-1.146152	-350.491207
246	0.492025	3750	-1.143533	-351.634740
247	0.490393	3750	-1.145239	-352.779979
248	0.488765	3750	-1.149781	-353.929759
249	0.487139	3750	-1.134672	-355.064432
250	0.485517	3750	-1.122228	-356.186660
251	0.483898	3750	-1.139962	-357.326622
252	0.482283	3750	-1.122586	-358.449208
253	0.480670	3750	-1.120706	-359.569914
254	0.479061	3750	-1.114114	-360.684027
255	0.477455	3750	-1.119015	-361.803042
256	0.475852	3750	-1.111625	-362.914667
257	0.474253	3750	-1.105598	-364.020265
258	0.472656	3750	-1.110046	-365.130310
259	0.471063	3750	-1.104157	-366.234467
260	0.469474	3750	-1.100108	-367.334575
261	0.467887	3750	-1.099026	-368.433601
262	0.466304	3750	-1.093449	-369.527050
263	0.464723	3750	-1.110954	-370.638004
264	0.463146	3750	-1.108648	-371.746652
265	0.461573	3750	-1.104078	-372.850730
266	0.460002	3750	-1.096307	-373.947037
267	0.458435	3750	-1.084749	-375.031786
268	0.456871	3750	-1.087395	-376.119181
269	0.455310	3750	-1.085899	-377.205080
270	0.453752	3750	-1.080031	-378.285111
271	0.452198	3750	-1.078038	-379.363149
272	0.450647	3750	-1.090018	-380.453167
273	0.449098	3750	-1.089844	-381.543011
274	0.447554	3750	-1.085435	-382.628446
275	0.446012	3750	-1.074826	-383.703272
276	0.444473	3750	-1.070274	-384.773546
277	0.442938	3750	-1.073674	-385.847220
278	0.441406	3750	-1.068607	-386.915827
279	0.439877	3750	-1.070388	-387.986215
280	0.438351	3750	-1.069355	-389.055569
281	0.436829	3750	-1.059520	-390.115090
282	0.435309	3750	-1.058412	-391.173501
283	0.433793	3750	-1.062493	-392.235994
284	0.432280	3750	-1.066074	-393.302068
285	0.430770	3750	-1.051500	-394.353568
286	0.429263	3750	-1.050274	-395.403842
287	0.427760	3750	-1.039019	-396.442861
288	0.426259	3750	-1.037605	-397.480465
289	0.424762	3750	-1.037444	-398.517910
290	0.423268	3750	-1.053930	-399.571839
291	0.421777	3750	-1.037609	-400.609449
292	0.420289	3750	-1.049445	-401.658893
293	0.418805	3750	-1.031139	-402.690032
294	0.417323	3750	-1.025901	-403.715934
295	0.415845	3750	-1.023595	-404.739529
296	0.414370	3750	-1.023242	-405.762771
297	0.412898	3750	-1.028122	-406.790893
298	0.411429	3750	-1.021846	-407.812739
299	0.409963	3750	-1.017449	-408.830188
300	0.408501	3750	-1.033944	-409.864132
301	0.407041	3750	-1.017887	-410.882019
302	0.405585	3750	-1.012530	-411.894549
303	0.404132	3750	-1.014097	-412.908646
304	0.402682	3750	-1.017583	-413.926229
305	0.401235	3750	-1.014760	-414.940988
306	0.399791	3750	-1.010542	-415.951531
307	0.398350	3750	-1.015647	-416.967178
308	0.396913	3750	-1.004557	-417.971735
309	0.395478	3750	-1.011798	-418.983533
310	0.394047	3750	-1.002060	-419.985593
311	0.392619	3750	-0.999316	-420.984909
312	0.391194	3750	-0.995147	-421.980056
313	0.389772	3750	-0.994649	-422.974705
314	0.388353	3750	-1.005671	-423.980375
315	0.386937	3750	-0.986716	-424.967091
316	0.385524	3750	-0.988353	-425.955444
317	0.384115	3750	-0.981765	-426.937209
318	0.382708	3750	-0.985572	-427.922782
319	0.381305	3750	-0.983103	-428.905884
320	0.379904	3750	-0.976128	-429.882013
321	0.378507	3750	-0.979822	-430.861835
322	0.377113	3750	-1.006796	-431.868631
323	0.375722	3750	-0.985237	-432.853869
324	0.374334	3750	-0.961426	-433.815294
325	0.372949	3750	-0.978329	-434.793623
326	0.371567	3750	-0.975883	-435.769506
327	0.370189	3750	-0.972166	-436.741673
328	0.368813	3750	-0.972211	-437.713884
329	0.367440	3750	-0.969130	-438.683014
330	0.366071	3750	-0.959258	-439.642272
331	0.364705	3750	-0.953901	-440.596173
332	0.363341	3750	-0.944155	-441.540328
333	0.361981	3750	-0.951204	-442.491533
334	0.360624	3750	-0.951262	-443.442795
335	0.359269	3750	-0.945920	-444.388715
336	0.357918	3750	-0.950554	-445.339269
337	0.356570	3750	-0.938027	-446.277296
338	0.355225	3750	-0.938006	-447.215302
339	0.353883	3750	-0.944610	-448.159912
340	0.352544	3750	-0.935894	-449.095806
341	0.351208	3750	-0.943595	-450.039401
342	0.349875	3750	-0.924527	-450.963928
343	0.348546	3750	-0.934561	-451.898490
344	0.347219	3750	-0.931492	-452.829982
345	0.345895	3750	-0.932743	-453.762725
346	0.344574	3750	-0.923158	-454.685883
347	0.343257	3750	-0.923252	-455.609135
348	0.341942	3750	-0.917389	-456.526524
349	0.340630	3750	-0.914502	-457.441026
350	0.339322	3750	-0.919522	-458.360548
351	0.338016	3750	-0.915031	-459.275579
352	0.336714	3750	-0.911239	-460.186817
353	0.335414	3750	-0.919166	-461.105983
354	0.334118	3750	-0.916159	-462.022142
355	0.332824	3750	-0.922361	-462.944503
356	0.331534	3750	-0.901513	-463.846016
357	0.330246	3750	-0.904184	-464.750200
358	0.328962	3750	-0.905922	-465.656122
359	0.327680	3750	-0.904481	-466.560603
360	0.326401	3750	-0.908261	-467.468864
361	0.325126	3750	-0.903767	-468.372631
362	0.323853	3750	-0.900839	-469.273470
363	0.322584	3750	-0.904782	-470.178252
364	0.321317	3750	-0.886158	-471.064410
365	0.320054	3750	-0.889956	-471.954366
366	0.318793	3750	-0.882593	-472.836959
367	0.317536	3750	-0.893071	-473.730030
368	0.316281	3750	-0.887691	-474.617721
369	0.315030	3750	-0.869512	-475.487233
370	0.313781	3750	-0.874739	-476.361973
371	0.312535	3750	-0.873589	-477.235562
372	0.311293	3750	-0.874586	-478.110148
373	0.310053	3750	-0.877104	-478.987251
374	0.308816	3750	-0.869553	-479.856804
375	0.307582	3750	-0.866541	-480.723345
376	0.306352	3750	-0.866054	-481.589400
377	0.305124	3750	-0.865541	-482.454941
378	0.303899	3750	-0.859363	-483.314304
379	0.302677	3750	-0.863139	-484.177443
380	0.301458	3750	-0.862175	-485.039618
381	0.300242	3750	-0.870825	-485.910443
382	0.299029	3750	-0.863837	-486.774280
383	0.297819	3750	-0.851169	-487.625449
384	0.296611	3750	-0.855239	-488.480688
385	0.295407	3750	-0.849133	-489.329821
386	0.294206	3750	-0.852886	-490.182707
387	0.293007	3750	-0.848611	-491.031318
388	0.291812	3750	-0.848684	-491.880002
389	0.290619	3750	-0.837564	-492.717565
390	0.289430	3750	-0.839196	-493.556761
391	0.288243	3750	-0.831790	-494.388551
392	0.287059	3750	-0.831607	-495.220158
393	0.285879	3750	-0.831783	-496.051941
394	0.284701	3750	-0.830518	-496.882459
395	0.283526	3750	-0.833074	-497.715534
396	0.282354	3750	-0.825975	-498.541509
397	0.281184	3750	-0.829613	-499.371122
398	0.280018	3750	-0.833568	-500.204690
399	0.278855	3750	-0.829418	-501.034108
400	0.277694	3750	-0.858438	-501.892545
401	0.276537	3750	-0.840033	-502.732579
402	0.275382	3750	-0.813332	-503.545911
403	0.274230	3750	-0.802515	-504.348426
404	0.273082	3750	-0.824171	-505.172598
405	0.271936	3750	-0.805113	-505.977711
406	0.270793	3750	-0.798358	-506.776069
407	0.269652	3750	-0.797419	-507.573488
408	0.268515	3750	-0.803239	-508.376727
409	0.267381	3750	-0.806121	-509.182848
410	0.266249	3750	-0.797815	-509.980663
411	0.265121	3750	-0.790910	-510.771573
412	0.263995	3750	-0.794795	-511.566369
413	0.262872	3750	-0.788252	-512.354621
414	0.261752	3750	-0.798867	-513.153488
415	0.260635	3750	-0.795445	-513.948934
416	0.259520	3750	-0.789775	-514.738709
417	0.258409	3750	-0.794657	-515.533366
418	0.257300	3750	-0.784912	-516.318278
419	0.256195	3750	-0.783214	-517.101492
420	0.255092	3750	-0.804265	-517.905756
421	0.253992	3750	-0.795245	-518.701001
422	0.252895	3750	-0.789292	-519.490294
423	0.251800	3750	-0.772841	-520.263135
424	0.250709	3750	-0.765359	-521.028493
425	0.249620	3750	-0.766928	-521.795421
426	0.248534	3750	-0.759415	-522.554836
427	0.247451	3750	-0.761860	-523.316696
428	0.246371	3750	-0.760057	-524.076753
429	0.245294	3750	-0.762303	-524.839056
430	0.244220	3750	-0.776752	-525.615808
431	0.243148	3750	-0.765593	-526.381401
432	0.242079	3750	-0.750255	-527.131656
433	0.241013	3750	-0.783895	-527.915551
434	0.239950	3750	-0.769330	-528.684881
435	0.238890	3750	-0.767793	-529.452674
436	0.237832	3750	-0.768088	-530.220762
437	0.236778	3750	-0.762025	-530.982787
438	0.235726	3750	-0.760072	-531.742859
439	0.234677	3750	-0.762672	-532.505531
440	0.233630	3750	-0.771564	-533.277095
441	0.232587	3750	-0.766045	-534.043141
442	0.231546	3750	-0.753643	-534.796783
443	0.230509	3750	-0.750443	-535.547226
444	0.229473	3750	-0.751234	-536.298460
445	0.228441	3750	-0.746856	-537.045316
446	0.227412	3750	-0.745898	-537.791214
447	0.226385	3750	-0.743982	-538.535196
448	0.225361	3750	-0.742751	-539.277947
449	0.224340	3750	-0.731878	-540.009825
450	0.223322	3750	-0.726527	-540.736352
451	0.222306	3750	-0.742302	-541.478654
452	0.221293	3750	-0.725975	-542.204629
453	0.220283	3750	-0.732994	-542.937623
454	0.219276	3750	-0.740795	-543.678418
455	0.218272	3750	-0.735836	-544.414254
456	0.217270	3750	-0.725344	-545.139598
457	0.216271	3750	-0.724225	-545.863823
458	0.215275	3750	-0.725910	-546.589733
459	0.214281	3750	-0.733154	-547.322887
460	0.213291	3750	-0.720626	-548.043513
461	0.212303	3750	-0.716643	-548.760155
462	0.211318	3750	-0.716960	-549.477115
463	0.210335	3750	-0.713476	-550.190591
464	0.209356	3750	-0.720426	-550.911017
465	0.208379	3750	-0.713394	-551.624411
466	0.207404	3750	-0.705507	-552.329919
467	0.206433	3750	-0.715050	-553.044969
468	0.205464	3750	-0.705781	-553.750750
469	0.204498	3750	-0.702431	-554.453181
470	0.203535	3750	-0.700703	-555.153884
471	0.202575	3750	-0.696967	-555.850850
472	0.201617	3750	-0.699666	-556.550516
473	0.200662	3750	-0.702147	-557.252664
474	0.199709	3750	-0.689913	-557.942576
475	0.198760	3750	-0.689116	-558.631693
476	0.197813	3750	-0.687129	-559.318821
477	0.196869	3750	-0.685596	-560.004417
478	0.195927	3750	-0.695957	-560.700374
479	0.194988	3750	-0.689561	-561.389935
480	0.194052	3750	-0.678828	-562.068763
481	0.193119	3750	-0.690817	-562.759580
482	0.192188	3750	-0.671548	-563.431128
483	0.191260	3750	-0.664188	-564.095315
484	0.190335	3750	-0.661885	-564.757200
485	0.189412	3750	-0.673839	-565.431040
486	0.188492	3750	-0.662509	-566.093549
487	0.187575	3750	-0.666631	-566.760179
488	0.186660	3750	-0.671128	-567.431307
489	0.185749	3750	-0.674886	-568.106194
490	0.184839	3750	-0.663004	-568.769198
491	0.183933	3750	-0.659388	-569.428586
492	0.183029	3750	-0.660852	-570.089438
493	0.182128	3750	-0.666248	-570.755685
494	0.181229	3750	-0.659897	-571.415582
495	0.180333	3750	-0.664659	-572.080242
496	0.179440	3750	-0.658647	-572.738888
497	0.178550	3750	-0.647865	-573.386754
498	0.177662	3750	-0.655782	-574.042536
499	0.176777	3750	-0.644524	-574.687060
500	0.175894	3750	-0.646811	-575.333872
501	0.175014	3750	-0.655543	-575.989415
502	0.174137	3750	-0.639997	-576.629412
503	0.173262	3750	-0.638810	-577.268223
504	0.172390	3750	-0.656638	-577.924861
505	0.171521	3750	-0.640061	-578.564922
506	0.170654	3750	-0.637723	-579.202645
507	0.169790	3750	-0.622911	-579.825557
508	0.168929	3750	-0.625435	-580.450991
509	0.168070	3750	-0.647368	-581.098359
510	0.167214	3750	-0.636596	-581.734956
511	0.166360	3750	-0.625808	-582.360764
512	0.165509	3750	-0.629110	-582.989874
513	0.164661	3750	-0.623835	-583.613708
514	0.163815	3750	-0.610955	-584.224663
515	0.162972	3750	-0.616726	-584.841389
516	0.162132	3750	-0.616317	-585.457705
517	0.161294	3750	-0.620305	-586.078010
518	0.160458	3750	-0.613637	-586.691648
519	0.159626	3750	-0.615199	-587.306847
520	0.158796	3750	-0.607001	-587.913848
521	0.157968	3750	-0.608406	-588.522254
522	0.157143	3750	-0.607444	-589.129697
523	0.156321	3750	-0.611458	-589.741155
524	0.155501	3750	-0.603078	-590.344233
525	0.154684	3750	-0.606204	-590.950437
526	0.153870	3750	-0.618149	-591.568585
527	0.153058	3750	-0.601476	-592.170061
528	0.152248	3750	-0.591878	-592.761940
529	0.151441	3750	-0.594669	-593.356608
530	0.150637	3750	-0.588728	-593.945337
531	0.149835	3750	-0.584937	-594.530274
532	0.149036	3750	-0.596453	-595.126727
533	0.148240	3750	-0.594466	-595.721193
534	0.147446	3750	-0.577760	-596.298953
535	0.146654	3750	-0.590101	-596.889054
536	0.145865	3750	-0.577913	-597.466967
537	0.145079	3750	-0.580425	-598.047392
538	0.144295	3750	-0.604029	-598.651421
539	0.143514	3750	-0.586658	-599.238079
540	0.142735	3750	-0.574283	-599.812361
541	0.141959	3750	-0.573148	-600.385509
542	0.141186	3750	-0.574396	-600.959905
543	0.140415	3750	-0.584457	-601.544362
544	0.139646	3750	-0.585726	-602.130088
545	0.138880	3750	-0.576722	-602.706810
546	0.138116	3750	-0.566331	-603.273141
547	0.137356	3750	-0.573427	-603.846567
548	0.136597	3750	-0.566778	-604.413345
549	0.135841	3750	-0.557164	-604.970509
550	0.135088	3750	-0.553165	-605.523675
551	0.134337	3750	-0.561502	-606.085177
552	0.133588	3750	-0.554507	-606.639684
553	0.132843	3750	-0.552916	-607.192600
554	0.132099	3750	-0.547820	-607.740420
555	0.131358	3750	-0.552067	-608.292487
556	0.130620	3750	-0.548580	-608.841067
557	0.129884	3750	-0.543104	-609.384171
558	0.129151	3750	-0.553241	-609.937412
559	0.128420	3750	-0.544811	-610.482223
560	0.127691	3750	-0.551887	-611.034110
561	0.126965	3750	-0.538126	-611.572236
562	0.126242	3750	-0.540565	-612.112801
563	0.125521	3750	-0.539118	-612.651919
564	0.124802	3750	-0.533726	-613.185645
565	0.124086	3750	-0.542282	-613.727927
566	0.123373	3750	-0.529326	-614.257253
567	0.122662	3750	-0.537603	-614.794856
568	0.121953	3750	-0.531151	-615.326007
569	0.121247	3750	-0.536581	-615.862588
570	0.120543	3750	-0.530641	-616.393228
571	0.119842	3750	-0.539543	-616.932772
572	0.119143	3750	-0.525558	-617.458330
573	0.118447	3750	-0.534831	-617.993161
574	0.117753	3750	-0.515987	-618.509148
575	0.117062	3750	-0.522340	-619.031488
576	0.116373	3750	-0.520819	-619.552306
577	0.115686	3750	-0.524336	-620.076642
578	0.115002	3750	-0.521006	-620.597648
579	0.114320	3750	-0.518527	-621.116175
580	0.113641	3750	-0.509270	-621.625446
581	0.112964	3750	-0.515614	-622.141059
582	0.112290	3750	-0.508925	-622.649985
583	0.111618	3750	-0.505003	-623.154988
584	0.110948	3750	-0.516001	-623.670989
585	0.110281	3750	-0.500792	-624.171781
586	0.109616	3750	-0.496973	-624.668754
587	0.108954	3750	-0.492509	-625.161263
588	0.108294	3750	-0.503227	-625.664490
589	0.107637	3750	-0.492218	-626.156708
590	0.106981	3750	-0.496424	-626.653132
591	0.106329	3750	-0.500783	-627.153915
592	0.105678	3750	-0.494059	-627.647974
593	0.105030	3750	-0.484428	-628.132402
594	0.104385	3750	-0.490830	-628.623232
595	0.103742	3750	-0.484678	-629.107910
596	0.103101	3750	-0.485945	-629.593855
597	0.102463	3750	-0.489416	-630.083270
598	0.101827	3750	-0.484510	-630.567780
599	0.101193	3750	-0.487753	-631.055533
600	0.100562	3750	-0.475417	-631.530950
601	0.099933	3750	-0.490530	-632.021480
