species_asw,family,order,rep_mode1
Ansonia_thinthinae,Bufonidae,Anura,A
Ansonia_kraensis,Bufonidae,Anura,A
Ansonia_inthanon,Bufonidae,Anura,A
Ansonia_siamensis,Bufonidae,Anura,A
Ansonia_endauensis,Bufonidae,Anura,A
Ansonia_latirostra,Bufonidae,Anura,A
Ansonia_tiomanica,Bufonidae,Anura,A
Ansonia_malayana,Bufonidae,Anura,A
Ansonia_penangensis,Bufonidae,Anura,A
Ansonia_hanitschi,Bufonidae,Anura,A
Ansonia_platysoma,Bufonidae,Anura,A
Ansonia_minuta,Bufonidae,Anura,A
Ansonia_spinulifer,Bufonidae,Anura,A
Ansonia_latidisca,Bufonidae,Anura,A
Ansonia_leptopus,Bufonidae,Anura,A
Ansonia_torrentis,Bufonidae,Anura,A
Ansonia_longidigita,Bufonidae,Anura,A
Ansonia_albomaculata,Bufonidae,Anura,A
Ansonia_fuliginea,Bufonidae,Anura,A
Ansonia_guibei,Bufonidae,Anura,A
Ansonia_mcgregori,Bufonidae,Anura,A
Ansonia_muelleri,Bufonidae,Anura,A
Pelophryne_signata,Bufonidae,Anura,A
Pelophryne_brevipes,Bufonidae,Anura,A
Pelophryne_misera,Bufonidae,Anura,A
Ghatophryne_ornata,Bufonidae,Anura,A
Barbarophryne_brongersmai,Bufonidae,Anura,A
Ingerophrynus_parvus,Bufonidae,Anura,A
Ingerophrynus_biporcatus,Bufonidae,Anura,A
Ingerophrynus_divergens,Bufonidae,Anura,A
Ingerophrynus_philippinicus,Bufonidae,Anura,A
Ingerophrynus_galeatus,Bufonidae,Anura,A
Ingerophrynus_macrotis,Bufonidae,Anura,A
Ingerophrynus_celebensis,Bufonidae,Anura,A
Phrynoidis_juxtasper,Bufonidae,Anura,A
Phrynoidis_asper,Bufonidae,Anura,A
Rentapia_everetti,Bufonidae,Anura,A
Rentapia_hosii,Bufonidae,Anura,A
Bufo_bankorensis,Bufonidae,Anura,A
Bufo_gargarizans,Bufonidae,Anura,A
Bufo_tuberculatus,Bufonidae,Anura,A
Bufo_stejnegeri,Bufonidae,Anura,A
Bufo_torrenticola,Bufonidae,Anura,A
Bufo_japonicus,Bufonidae,Anura,A
Bufo_cryptotympanicus,Bufonidae,Anura,A
Bufo_aspinius,Bufonidae,Anura,A
Bufo_tuberospinius,Bufonidae,Anura,A
Bufo_bufo,Bufonidae,Anura,A
Bufo_spinosus,Bufonidae,Anura,A
Bufo_verrucosissimus,Bufonidae,Anura,A
Bufo_eichwaldi,Bufonidae,Anura,A
Strauchbufo_raddei,Bufonidae,Anura,A
Sabahphrynus_maculatus,Bufonidae,Anura,A
Werneria_mertensiana,Bufonidae,Anura,A
Werneria_tandyi,Bufonidae,Anura,A
Werneria_bambutensis,Bufonidae,Anura,A
Wolterstorffina_parvipalmata,Bufonidae,Anura,A
Didynamipus_sjostedti,Bufonidae,Anura,D
Nimbaphrynoides_occidentalis,Bufonidae,Anura,V
Nectophryne_batesii,Bufonidae,Anura,A
Nectophryne_afra,Bufonidae,Anura,A
Leptophryne_borbonica,Bufonidae,Anura,A
Epidalea_calamita,Bufonidae,Anura,A
Duttaphrynus_melanostictus,Bufonidae,Anura,A
Duttaphrynus_parietalis,Bufonidae,Anura,A
Duttaphrynus_brevirostris,Bufonidae,Anura,A
Duttaphrynus_atukoralei,Bufonidae,Anura,A
Duttaphrynus_scaber,Bufonidae,Anura,A
Duttaphrynus_himalayanus,Bufonidae,Anura,A
Duttaphrynus_crocus,Bufonidae,Anura,A
Duttaphrynus_stuarti,Bufonidae,Anura,A
Duttaphrynus_hololius,Bufonidae,Anura,A
Duttaphrynus_stomaticus,Bufonidae,Anura,A
Duttaphrynus_dhufarensis,Bufonidae,Anura,A
Xanthophryne_koynayensis,Bufonidae,Anura,A
Adenomus_kelaartii,Bufonidae,Anura,A
Pedostibes_tuberculosus,Bufonidae,Anura,A
Nectophrynoides_tornieri,Bufonidae,Anura,V
Nectophrynoides_minutus,Bufonidae,Anura,V
Nectophrynoides_viviparus,Bufonidae,Anura,V
Churamiti_maridadi,Bufonidae,Anura,A
Schismaderma_carens,Bufonidae,Anura,A
Bufotes_viridis,Bufonidae,Anura,A
Bufotes_variabilis,Bufonidae,Anura,A
Bufotes_balearicus,Bufonidae,Anura,A
Bufotes_pewzowi,Bufonidae,Anura,A
Bufotes_oblongus,Bufonidae,Anura,A
Bufotes_boulengeri,Bufonidae,Anura,A
Bufotes_siculus,Bufonidae,Anura,A
Sclerophrys_kisoloensis,Bufonidae,Anura,A
Sclerophrys_gracilipes,Bufonidae,Anura,A
Sclerophrys_camerunensis,Bufonidae,Anura,A
Sclerophrys_latifrons,Bufonidae,Anura,A
Sclerophrys_xeros,Bufonidae,Anura,A
Sclerophrys_garmani,Bufonidae,Anura,A
Sclerophrys_gutturalis,Bufonidae,Anura,A
Sclerophrys_regularis,Bufonidae,Anura,A
Sclerophrys_maculata,Bufonidae,Anura,A
Sclerophrys_tuberosa,Bufonidae,Anura,A
Sclerophrys_pardalis,Bufonidae,Anura,A
Sclerophrys_pantherina,Bufonidae,Anura,A
Sclerophrys_poweri,Bufonidae,Anura,A
Sclerophrys_brauni,Bufonidae,Anura,A
Sclerophrys_lemairii,Bufonidae,Anura,A
Sclerophrys_channingi,Bufonidae,Anura,A
Sclerophrys_capensis,Bufonidae,Anura,A
Sclerophrys_steindachneri,Bufonidae,Anura,A
Sclerophrys_mauritanica,Bufonidae,Anura,A
Vandijkophrynus_robinsoni,Bufonidae,Anura,A
Vandijkophrynus_gariepensis,Bufonidae,Anura,A
Vandijkophrynus_angusticeps,Bufonidae,Anura,A
Vandijkophrynus_inyangae,Bufonidae,Anura,A
Vandijkophrynus_amatolicus,Bufonidae,Anura,A
Mertensophryne_loveridgei,Bufonidae,Anura,A
Mertensophryne_anotis,Bufonidae,Anura,A
Mertensophryne_lindneri,Bufonidae,Anura,A
Mertensophryne_micranotis,Bufonidae,Anura,A
Mertensophryne_taitana,Bufonidae,Anura,A
Mertensophryne_uzunguensis,Bufonidae,Anura,A
Poyntonophrynus_dombensis,Bufonidae,Anura,A
Poyntonophrynus_damaranus,Bufonidae,Anura,A
Poyntonophrynus_fenoulheti,Bufonidae,Anura,A
Poyntonophrynus_hoeschi,Bufonidae,Anura,A
Capensibufo_tradouwi,Bufonidae,Anura,A
Capensibufo_rosei,Bufonidae,Anura,A
Incilius_leucomyos,Bufonidae,Anura,A
Incilius_campbelli,Bufonidae,Anura,A
Incilius_macrocristatus,Bufonidae,Anura,A
Incilius_tutelarius,Bufonidae,Anura,A
Incilius_cristatus,Bufonidae,Anura,A
Incilius_cavifrons,Bufonidae,Anura,A
Incilius_spiculatus,Bufonidae,Anura,A
Incilius_valliceps,Bufonidae,Anura,A
Incilius_nebulifer,Bufonidae,Anura,A
Incilius_aucoinae,Bufonidae,Anura,A
Incilius_melanochlorus,Bufonidae,Anura,A
Incilius_luetkenii,Bufonidae,Anura,A
Incilius_mazatlanensis,Bufonidae,Anura,A
Incilius_signifer,Bufonidae,Anura,A
Incilius_cycladen,Bufonidae,Anura,A
Incilius_porteri,Bufonidae,Anura,A
Incilius_ibarrai,Bufonidae,Anura,A
Incilius_coccifer,Bufonidae,Anura,A
Incilius_pisinnus,Bufonidae,Anura,A
Incilius_karenlipsae,Bufonidae,Anura,A
Incilius_coniferus,Bufonidae,Anura,A
Incilius_chompipe,Bufonidae,Anura,A
Incilius_fastidiosus,Bufonidae,Anura,A
Incilius_perplexus,Bufonidae,Anura,A
Incilius_canaliferus,Bufonidae,Anura,A
Incilius_marmoreus,Bufonidae,Anura,A
Incilius_occidentalis,Bufonidae,Anura,A
Incilius_alvarius,Bufonidae,Anura,A
Incilius_tacanensis,Bufonidae,Anura,A
Incilius_bocourti,Bufonidae,Anura,A
Anaxyrus_baxteri,Bufonidae,Anura,A
Anaxyrus_hemiophrys,Bufonidae,Anura,A
Anaxyrus_houstonensis,Bufonidae,Anura,A
Anaxyrus_woodhousii,Bufonidae,Anura,A
Anaxyrus_americanus,Bufonidae,Anura,A
Anaxyrus_fowleri,Bufonidae,Anura,A
Anaxyrus_terrestris,Bufonidae,Anura,A
Anaxyrus_microscaphus,Bufonidae,Anura,A
Anaxyrus_californicus,Bufonidae,Anura,A
Anaxyrus_speciosus,Bufonidae,Anura,A
Anaxyrus_debilis,Bufonidae,Anura,A
Anaxyrus_retiformis,Bufonidae,Anura,A
Anaxyrus_cognatus,Bufonidae,Anura,A
Anaxyrus_quercicus,Bufonidae,Anura,A
Anaxyrus_punctatus,Bufonidae,Anura,A
Anaxyrus_canorus,Bufonidae,Anura,A
Anaxyrus_exsul,Bufonidae,Anura,A
Anaxyrus_nelsoni,Bufonidae,Anura,A
Anaxyrus_boreas,Bufonidae,Anura,A
Rhinella_cerradensis,Bufonidae,Anura,A
Rhinella_diptycha,Bufonidae,Anura,A
Rhinella_jimi,Bufonidae,Anura,A
Rhinella_marina,Bufonidae,Anura,A
Rhinella_poeppigii,Bufonidae,Anura,A
Rhinella_veredas,Bufonidae,Anura,A
Rhinella_icterica,Bufonidae,Anura,A
Rhinella_achavali,Bufonidae,Anura,A
Rhinella_rubescens,Bufonidae,Anura,A
Rhinella_arenarum,Bufonidae,Anura,A
Rhinella_henseli,Bufonidae,Anura,A
Rhinella_ornata,Bufonidae,Anura,A
Rhinella_abei,Bufonidae,Anura,A
Rhinella_crucifer,Bufonidae,Anura,A
Rhinella_inopina,Bufonidae,Anura,A
Rhinella_major,Bufonidae,Anura,A
Rhinella_mirandaribeiroi,Bufonidae,Anura,A
Rhinella_granulosa,Bufonidae,Anura,A
Rhinella_centralis,Bufonidae,Anura,A
Rhinella_humboldti,Bufonidae,Anura,A
Rhinella_merianae,Bufonidae,Anura,A
Rhinella_martyi,Bufonidae,Anura,A
Rhinella_dapsilis,Bufonidae,Anura,A
Rhinella_lescurei,Bufonidae,Anura,A
Rhinella_hoogmoedi,Bufonidae,Anura,A
Rhinella_margaritifera,Bufonidae,Anura,A
Rhinella_castaneotica,Bufonidae,Anura,A
Rhinella_ocellata,Bufonidae,Anura,A
Rhinella_yunga,Bufonidae,Anura,A
Rhinella_macrorhina,Bufonidae,Anura,NA
Rhinella_rostrata,Bufonidae,Anura,NA
Rhinella_festae,Bufonidae,Anura,NA
Rhinella_chavin,Bufonidae,Anura,A
Rhinella_yanachaga,Bufonidae,Anura,A
Rhinella_manu,Bufonidae,Anura,D
Rhinella_nesiotes,Bufonidae,Anura,NA
Rhinella_veraguensis,Bufonidae,Anura,A
Rhinella_amboroensis,Bufonidae,Anura,A
Rhinella_arequipensis,Bufonidae,Anura,A
Rhinella_spinulosa,Bufonidae,Anura,A
Rhinella_vellardi,Bufonidae,Anura,A
Rhinella_limensis,Bufonidae,Anura,A
Rhinella_arunco,Bufonidae,Anura,A
Rhinella_atacamensis,Bufonidae,Anura,A
Peltophryne_peltocephala,Bufonidae,Anura,A
Peltophryne_florentinoi,Bufonidae,Anura,A
Peltophryne_fustiger,Bufonidae,Anura,A
Peltophryne_empusa,Bufonidae,Anura,A
Peltophryne_taladai,Bufonidae,Anura,A
Peltophryne_cataulaciceps,Bufonidae,Anura,A
Peltophryne_longinasus,Bufonidae,Anura,A
Peltophryne_gundlachi,Bufonidae,Anura,A
Peltophryne_guentheri,Bufonidae,Anura,A
Peltophryne_lemur,Bufonidae,Anura,A
Rhaebo_glaberrimus,Bufonidae,Anura,A
Rhaebo_guttatus,Bufonidae,Anura,A
Rhaebo_haematiticus,Bufonidae,Anura,A
Rhaebo_nasicus,Bufonidae,Anura,A
Nannophryne_cophotis,Bufonidae,Anura,A
Nannophryne_variegata,Bufonidae,Anura,A
Dendrophryniscus_krausae,Bufonidae,Anura,A
Dendrophryniscus_berthalutzae,Bufonidae,Anura,A
Dendrophryniscus_leucomystax,Bufonidae,Anura,A
Dendrophryniscus_brevipollicatus,Bufonidae,Anura,A
Dendrophryniscus_oreites,Bufonidae,Anura,A
Dendrophryniscus_carvalhoi,Bufonidae,Anura,A
Dendrophryniscus_proboscideus,Bufonidae,Anura,A
Amazophrynella_minuta,Bufonidae,Anura,S
Amazophrynella_bokermanni,Bufonidae,Anura,S
Atelopus_onorei,Bufonidae,Anura,A
Atelopus_bomolochos,Bufonidae,Anura,A
Atelopus_nanay,Bufonidae,Anura,A
Atelopus_exiguus,Bufonidae,Anura,A
Atelopus_halihelos,Bufonidae,Anura,A
Atelopus_podocarpus,Bufonidae,Anura,A
Atelopus_ignescens,Bufonidae,Anura,A
Atelopus_longirostris,Bufonidae,Anura,A
Atelopus_peruensis,Bufonidae,Anura,A
Atelopus_varius,Bufonidae,Anura,A
Atelopus_senex,Bufonidae,Anura,A
Atelopus_limosus,Bufonidae,Anura,A
Atelopus_zeteki,Bufonidae,Anura,A
Atelopus_chiriquiensis,Bufonidae,Anura,A
Atelopus_spurrelli,Bufonidae,Anura,A
Atelopus_flavescens,Bufonidae,Anura,A
Atelopus_franciscus,Bufonidae,Anura,A
Atelopus_barbotini,Bufonidae,Anura,A
Atelopus_hoogmoedi,Bufonidae,Anura,A
Atelopus_spumarius,Bufonidae,Anura,A
Atelopus_seminiferus,Bufonidae,Anura,A
Atelopus_pulcher,Bufonidae,Anura,A
Atelopus_oxapampae,Bufonidae,Anura,A
Atelopus_tricolor,Bufonidae,Anura,A
Osornophryne_sumacoensis,Bufonidae,Anura,D
Osornophryne_occidentalis,Bufonidae,Anura,D
Osornophryne_simpsoni,Bufonidae,Anura,D
Osornophryne_guacamayo,Bufonidae,Anura,D
Osornophryne_cofanorum,Bufonidae,Anura,D
Osornophryne_bufoniformis,Bufonidae,Anura,D
Osornophryne_angel,Bufonidae,Anura,D
Osornophryne_antisana,Bufonidae,Anura,D
Osornophryne_percrassa,Bufonidae,Anura,D
Osornophryne_puruanta,Bufonidae,Anura,D
Oreophrynella_nigra,Bufonidae,Anura,D
Oreophrynella_quelchii,Bufonidae,Anura,D
Oreophrynella_vasquezi,Bufonidae,Anura,D
Oreophrynella_seegobini,Bufonidae,Anura,D
Oreophrynella_macconnelli,Bufonidae,Anura,D
Frostius_erythrophthalmus,Bufonidae,Anura,A
Melanophryniscus_klappenbachi,Bufonidae,Anura,A
Melanophryniscus_stelzneri,Bufonidae,Anura,A
Melanophryniscus_rubriventris,Bufonidae,Anura,A
Melanophryniscus_fulvoguttatus,Bufonidae,Anura,A
Melanophryniscus_devincenzii,Bufonidae,Anura,A
Melanophryniscus_pachyrhynus,Bufonidae,Anura,A
Melanophryniscus_setiba,Bufonidae,Anura,A
Proceratophrys_renalis,Odontophrynidae,Anura,A
Proceratophrys_boiei,Odontophrynidae,Anura,A
Proceratophrys_laticeps,Odontophrynidae,Anura,A
Proceratophrys_cururu,Odontophrynidae,Anura,A
Proceratophrys_concavitympanum,Odontophrynidae,Anura,A
Proceratophrys_moratoi,Odontophrynidae,Anura,A
Proceratophrys_goyana,Odontophrynidae,Anura,A
Proceratophrys_appendiculata,Odontophrynidae,Anura,A
Proceratophrys_melanopogon,Odontophrynidae,Anura,A
Proceratophrys_minuta,Odontophrynidae,Anura,A
Proceratophrys_redacta,Odontophrynidae,Anura,A
Proceratophrys_cristiceps,Odontophrynidae,Anura,A
Proceratophrys_schirchi,Odontophrynidae,Anura,A
Proceratophrys_bigibbosa,Odontophrynidae,Anura,A
Proceratophrys_avelinoi,Odontophrynidae,Anura,A
Odontophrynus_occidentalis,Odontophrynidae,Anura,A
Odontophrynus_americanus,Odontophrynidae,Anura,A
Odontophrynus_cultripes,Odontophrynidae,Anura,A
Odontophrynus_carvalhoi,Odontophrynidae,Anura,A
Macrogenioglottus_alipioi,Odontophrynidae,Anura,A
Centrolene_sabini,Centrolenidae,Anura,S
Centrolene_lynchi,Centrolenidae,Anura,S
Centrolene_hesperia,Centrolenidae,Anura,S
Centrolene_venezuelensis,Centrolenidae,Anura,S
Centrolene_muelleri,Centrolenidae,Anura,S
Centrolene_huilensis,Centrolenidae,Anura,S
Centrolene_altitudinalis,Centrolenidae,Anura,S
Centrolene_notosticta,Centrolenidae,Anura,S
Centrolene_ballux,Centrolenidae,Anura,S
Centrolene_buckleyi,Centrolenidae,Anura,S
Centrolene_heloderma,Centrolenidae,Anura,S
Centrolene_hybrida,Centrolenidae,Anura,S
Centrolene_pipilata,Centrolenidae,Anura,S
Centrolene_bacata,Centrolenidae,Anura,S
Centrolene_condor,Centrolenidae,Anura,S
Centrolene_antioquiensis,Centrolenidae,Anura,S
Centrolene_peristicta,Centrolenidae,Anura,S
Centrolene_savagei,Centrolenidae,Anura,S
Centrolene_daidalea,Centrolenidae,Anura,S
Centrolene_geckoidea,Centrolenidae,Anura,S
Nymphargus_siren,Centrolenidae,Anura,S
Nymphargus_vicenteruedai,Centrolenidae,Anura,S
Nymphargus_megacheirus,Centrolenidae,Anura,S
Nymphargus_anomalus,Centrolenidae,Anura,S
Nymphargus_rosada,Centrolenidae,Anura,S
Nymphargus_lasgralarias,Centrolenidae,Anura,S
Nymphargus_griffithsi,Centrolenidae,Anura,S
Nymphargus_cochranae,Centrolenidae,Anura,S
Nymphargus_wileyi,Centrolenidae,Anura,S
Nymphargus_mariae,Centrolenidae,Anura,S
Nymphargus_chancas,Centrolenidae,Anura,S
Nymphargus_grandisonae,Centrolenidae,Anura,S
Nymphargus_ocellatus,Centrolenidae,Anura,S
Nymphargus_pluvialis,Centrolenidae,Anura,S
Nymphargus_posadae,Centrolenidae,Anura,S
Nymphargus_bejaranoi,Centrolenidae,Anura,S
Nymphargus_mixomaculatus,Centrolenidae,Anura,S
Rulyrana_saxiscandens,Centrolenidae,Anura,S
Rulyrana_flavopunctata,Centrolenidae,Anura,S
Rulyrana_spiculata,Centrolenidae,Anura,S
Rulyrana_susatamai,Centrolenidae,Anura,S
Rulyrana_adiazeta,Centrolenidae,Anura,S
Sachatamia_orejuela,Centrolenidae,Anura,S
Sachatamia_ilex,Centrolenidae,Anura,S
Sachatamia_punctulata,Centrolenidae,Anura,S
Sachatamia_albomaculata,Centrolenidae,Anura,S
Espadarana_durrellorum,Centrolenidae,Anura,S
Espadarana_audax,Centrolenidae,Anura,S
Espadarana_prosoblepon,Centrolenidae,Anura,S
Espadarana_callistomma,Centrolenidae,Anura,S
Espadarana_andina,Centrolenidae,Anura,S
Chimerella_mariaelenae,Centrolenidae,Anura,S
Cochranella_mache,Centrolenidae,Anura,S
Cochranella_euknemos,Centrolenidae,Anura,S
Cochranella_granulosa,Centrolenidae,Anura,S
Cochranella_resplendens,Centrolenidae,Anura,S
Cochranella_litoralis,Centrolenidae,Anura,S
Cochranella_nola,Centrolenidae,Anura,S
Vitreorana_helenae,Centrolenidae,Anura,S
Vitreorana_ritae,Centrolenidae,Anura,S
Vitreorana_gorzulae,Centrolenidae,Anura,S
Vitreorana_eurygnatha,Centrolenidae,Anura,S
Vitreorana_antisthenesi,Centrolenidae,Anura,S
Vitreorana_castroviejoi,Centrolenidae,Anura,S
Vitreorana_uranoscopa,Centrolenidae,Anura,S
Teratohyla_midas,Centrolenidae,Anura,S
Teratohyla_adenocheira,Centrolenidae,Anura,S
Teratohyla_spinosa,Centrolenidae,Anura,S
Teratohyla_pulverata,Centrolenidae,Anura,S
Teratohyla_amelie,Centrolenidae,Anura,S
Ikakogi_tayrona,Centrolenidae,Anura,S
Hyalinobatrachium_orocostale,Centrolenidae,Anura,S
Hyalinobatrachium_fragile,Centrolenidae,Anura,S
Hyalinobatrachium_orientale,Centrolenidae,Anura,S
Hyalinobatrachium_pallidum,Centrolenidae,Anura,S
Hyalinobatrachium_ibama,Centrolenidae,Anura,S
Hyalinobatrachium_duranti,Centrolenidae,Anura,S
Hyalinobatrachium_carlesvilai,Centrolenidae,Anura,S
Hyalinobatrachium_kawense,Centrolenidae,Anura,S
Hyalinobatrachium_fleischmanni,Centrolenidae,Anura,S
Hyalinobatrachium_tatayoi,Centrolenidae,Anura,S
Hyalinobatrachium_mondolfii,Centrolenidae,Anura,S
Hyalinobatrachium_munozorum,Centrolenidae,Anura,S
Hyalinobatrachium_iaspidiense,Centrolenidae,Anura,S
Hyalinobatrachium_tricolor,Centrolenidae,Anura,S
Hyalinobatrachium_cappellei,Centrolenidae,Anura,S
Hyalinobatrachium_taylori,Centrolenidae,Anura,S
Hyalinobatrachium_colymbiphyllum,Centrolenidae,Anura,S
Hyalinobatrachium_chirripoi,Centrolenidae,Anura,S
Hyalinobatrachium_pellucidum,Centrolenidae,Anura,S
Hyalinobatrachium_bergeri,Centrolenidae,Anura,S
Hyalinobatrachium_talamancae,Centrolenidae,Anura,S
Hyalinobatrachium_valerioi,Centrolenidae,Anura,S
Hyalinobatrachium_aureoguttatum,Centrolenidae,Anura,S
Celsiella_vozmedianoi,Centrolenidae,Anura,S
Celsiella_revocata,Centrolenidae,Anura,S
Allophryne_ruthveni,Allophrynidae,Anura,A
Allophryne_resplendens,Allophrynidae,Anura,A
Allophryne_relicta,Allophrynidae,Anura,A
Leptodactylus_didymus,Leptodactylidae,Anura,S
Leptodactylus_notoaktites,Leptodactylidae,Anura,S
Leptodactylus_mystaceus,Leptodactylidae,Anura,S
Leptodactylus_spixi,Leptodactylidae,Anura,NA
Leptodactylus_elenae,Leptodactylidae,Anura,S
Leptodactylus_gracilis,Leptodactylidae,Anura,S
Leptodactylus_plaumanni,Leptodactylidae,Anura,S
Leptodactylus_bufonius,Leptodactylidae,Anura,S
Leptodactylus_fragilis,Leptodactylidae,Anura,S
Leptodactylus_fuscus,Leptodactylidae,Anura,S
Leptodactylus_longirostris,Leptodactylidae,Anura,S
Leptodactylus_poecilochilus,Leptodactylidae,Anura,NA
Leptodactylus_albilabris,Leptodactylidae,Anura,S
Leptodactylus_mystacinus,Leptodactylidae,Anura,S
Leptodactylus_rhodonotus,Leptodactylidae,Anura,NA
Leptodactylus_labyrinthicus,Leptodactylidae,Anura,S
Leptodactylus_fallax,Leptodactylidae,Anura,S
Leptodactylus_myersi,Leptodactylidae,Anura,S
Leptodactylus_pentadactylus,Leptodactylidae,Anura,S
Leptodactylus_knudseni,Leptodactylidae,Anura,S
Leptodactylus_stenodema,Leptodactylidae,Anura,S
Leptodactylus_vastus,Leptodactylidae,Anura,S
Leptodactylus_griseigularis,Leptodactylidae,Anura,S
Leptodactylus_discodactylus,Leptodactylidae,Anura,S
Leptodactylus_podicipinus,Leptodactylidae,Anura,S
Leptodactylus_diedrus,Leptodactylidae,Anura,S
Leptodactylus_wagneri,Leptodactylidae,Anura,S
Leptodactylus_validus,Leptodactylidae,Anura,S
Leptodactylus_leptodactyloides,Leptodactylidae,Anura,S
Leptodactylus_melanonotus,Leptodactylidae,Anura,S
Leptodactylus_latrans,Leptodactylidae,Anura,S
Leptodactylus_insularum,Leptodactylidae,Anura,NA
Leptodactylus_bolivianus,Leptodactylidae,Anura,S
Leptodactylus_chaquensis,Leptodactylidae,Anura,S
Leptodactylus_silvanimbus,Leptodactylidae,Anura,S
Leptodactylus_riveroi,Leptodactylidae,Anura,S
Leptodactylus_rhodomystax,Leptodactylidae,Anura,S
Hydrolaetare_caparu,Leptodactylidae,Anura,S
Leptodactylus_syphax,Leptodactylidae,Anura,S
Adenomera_araucaria,Leptodactylidae,Anura,NA
Adenomera_engelsi,Leptodactylidae,Anura,T
Adenomera_thomei,Leptodactylidae,Anura,T
Adenomera_diptyx,Leptodactylidae,Anura,S
Adenomera_hylaedactyla,Leptodactylidae,Anura,T
Adenomera_martinezi,Leptodactylidae,Anura,NA
Adenomera_andreae,Leptodactylidae,Anura,T
Adenomera_lutzi,Leptodactylidae,Anura,T
Adenomera_heyeri,Leptodactylidae,Anura,T
Lithodytes_lineatus,Leptodactylidae,Anura,S
Paratelmatobius_poecilogaster,Leptodactylidae,Anura,S
Paratelmatobius_gaigeae,Leptodactylidae,Anura,A
Paratelmatobius_cardosoi,Leptodactylidae,Anura,A
Scythrophrys_sawayae,Leptodactylidae,Anura,A
Crossodactylodes_bokermanni,Leptodactylidae,Anura,A
Crossodactylodes_izecksohni,Leptodactylidae,Anura,A
Paratelmatobius_mantiqueira,Leptodactylidae,Anura,A
Rupirana_cardosoi,Leptodactylidae,Anura,A
Physalaemus_gracilis,Leptodactylidae,Anura,S
Physalaemus_barrioi,Leptodactylidae,Anura,S
Physalaemus_biligonigerus,Leptodactylidae,Anura,S
Physalaemus_riograndensis,Leptodactylidae,Anura,S
Physalaemus_olfersii,Leptodactylidae,Anura,S
Physalaemus_ephippifer,Leptodactylidae,Anura,S
Physalaemus_cuvieri,Leptodactylidae,Anura,S
Physalaemus_centralis,Leptodactylidae,Anura,S
Physalaemus_albonotatus,Leptodactylidae,Anura,S
Physalaemus_henselii,Leptodactylidae,Anura,S
Physalaemus_signifer,Leptodactylidae,Anura,S
Physalaemus_crombiei,Leptodactylidae,Anura,S
Physalaemus_atlanticus,Leptodactylidae,Anura,S
Physalaemus_spiniger,Leptodactylidae,Anura,S
Physalaemus_nattereri,Leptodactylidae,Anura,S
Engystomops_randi,Leptodactylidae,Anura,S
Engystomops_montubio,Leptodactylidae,Anura,S
Engystomops_guayaco,Leptodactylidae,Anura,S
Engystomops_coloradorum,Leptodactylidae,Anura,S
Engystomops_puyango,Leptodactylidae,Anura,S
Engystomops_pustulatus,Leptodactylidae,Anura,S
Engystomops_petersi,Leptodactylidae,Anura,S
Engystomops_freibergi,Leptodactylidae,Anura,S
Engystomops_pustulosus,Leptodactylidae,Anura,S
Edalorhina_perezi,Leptodactylidae,Anura,S
Pleurodema_cordobae,Leptodactylidae,Anura,A
Pleurodema_kriegi,Leptodactylidae,Anura,A
Pleurodema_bibroni,Leptodactylidae,Anura,A
Pleurodema_bufoninum,Leptodactylidae,Anura,A
Pleurodema_thaul,Leptodactylidae,Anura,A
Pleurodema_marmoratum,Leptodactylidae,Anura,A
Pleurodema_nebulosum,Leptodactylidae,Anura,S
Pleurodema_guayapae,Leptodactylidae,Anura,S
Pleurodema_cinereum,Leptodactylidae,Anura,S
Pleurodema_borellii,Leptodactylidae,Anura,S
Pleurodema_tucumanum,Leptodactylidae,Anura,A
Pleurodema_diplolister,Leptodactylidae,Anura,S
Pleurodema_alium,Leptodactylidae,Anura,S
Pleurodema_brachyops,Leptodactylidae,Anura,S
Pseudopaludicola_falcipes,Leptodactylidae,Anura,A
Pseudopaludicola_mystacalis,Leptodactylidae,Anura,A
Dryophytes_euphorbiaceus,Hylidae,Anura,A
Dryophytes_plicatus,Hylidae,Anura,A
Dryophytes_eximius,Hylidae,Anura,A
Dryophytes_walkeri,Hylidae,Anura,A
Dryophytes_wrightorum,Hylidae,Anura,A
Dryophytes_arenicolor,Hylidae,Anura,A
Dryophytes_japonicus,Hylidae,Anura,A
Dryophytes_chrysoscelis,Hylidae,Anura,A
Dryophytes_avivoca,Hylidae,Anura,A
Dryophytes_versicolor,Hylidae,Anura,A
Dryophytes_femoralis,Hylidae,Anura,A
Dryophytes_andersonii,Hylidae,Anura,A
Dryophytes_cinereus,Hylidae,Anura,A
Dryophytes_gratiosus,Hylidae,Anura,A
Dryophytes_squirellus,Hylidae,Anura,A
Hyla_intermedia,Hylidae,Anura,A
Hyla_molleri,Hylidae,Anura,A
Hyla_sarda,Hylidae,Anura,A
Hyla_arborea,Hylidae,Anura,A
Hyla_savignyi,Hylidae,Anura,A
Hyla_felixarabica,Hylidae,Anura,A
Hyla_orientalis,Hylidae,Anura,A
Hyla_meridionalis,Hylidae,Anura,A
Hyla_tsinlingensis,Hylidae,Anura,A
Hyla_annectans,Hylidae,Anura,A
Hyla_chinensis,Hylidae,Anura,A
Smilisca_puma,Hylidae,Anura,A
Smilisca_phaeota,Hylidae,Anura,A
Smilisca_cyanosticta,Hylidae,Anura,A
Smilisca_fodiens,Hylidae,Anura,A
Smilisca_sordida,Hylidae,Anura,A
